,Vehicle Number,Vehicle Type,Vehicle Emissions Standard,Vehicle Registration Number,TARE Weight (KG),Total Trips,Routes,Service Types,Total Running Time,Total In-Service KM,Total Passenger KM,Cancelled Trips Count,Average Speed,Average Occupancy,"Total CO2 Emissions, KG","Total Emissions Value, $","Total Emissions Savings, $",Emissions per VKT
409,7501,MV,EURO6,LRH16,8695.0,2337,"60, 57, 56, 52, 58",Public Bus,3461624,30062.144,205057.71,4,30.724976549179186,6.812623947631731,21399.271012682068,1861.7365781033398,1774.8830403966604,0.7118344923330174
410,7502,MV,EURO6,LRH17,8720.0,2358,"60, 52, 402, 460, 461, 58","Public Bus, School Bus",3485339,30359.946,197379.433,4,30.937105360998036,6.508740171713334,21528.955939548137,1873.0191667406882,1627.4291623477736,0.7091236571879324
411,7600,DD,EURO6,LWM903,14928.0,990,"52, 56, 57, 58, 460, 461","Public Bus, School Bus",2424957,16705.709,308884.819,2,19.891715439000933,20.08129899256345,17118.466212902902,1489.3065605225524,3988.646902588986,1.024707554339831
412,7601,DD,EURO6,LWM904,14928.0,1283,"52, 56, 58, 57, 60",Public Bus,3581347,21700.364,420027.057,1,21.79494126135767,20.95622286902632,25146.311322726466,2187.7290850772024,5261.289221949722,1.1587967521063915
413,7602,DD,EURO6,LWM905,14928.0,1211,"57, 58, 52, 56, 60, 460, 461","Public Bus, School Bus",3338426,20186.14,372934.766,0,21.983334244617893,20.012352574712153,23406.63731434638,2036.377446348135,4577.477192213404,1.159540026688925
414,7603,DD,EURO6,LYK271,14928.0,1143,"52, 56, 57, 58, 460, 461, 60","Public Bus, School Bus",3166599,19206.417,364609.955,1,21.901950049700037,20.543807048578643,22185.25804195174,1930.117449649801,4536.099867677122,1.1550961348986508
415,7604,DD,EURO6,LWM906,14928.0,1287,"52, 58, 56, 57, 460, 461","Public Bus, School Bus",3516366,21365.31,420187.466,3,21.716207683876036,21.179802803954367,24648.959991155898,2144.459519230563,5307.403579715591,1.1536907253466435
416,7605,DD,EURO6,LWM907,14928.0,1412,"52, 56, 57, 58, 60",Public Bus,3935578,23922.829999999998,473014.481,1,21.764498316835528,21.267896593917175,27608.150295211093,2401.909075683365,5986.820816205097,1.1540503483580786
417,7800,LV,EURO6,LMM579,7828.0,2075,"52, 60, 56, 58, 57, 460, 461","Public Bus, School Bus",4515568,32938.382,325797.516,1,27.384518972620935,10.119945540068315,24545.572124683553,2135.464774847469,3642.428864675608,0.7451966561285116
418,7801,LV,EURO6,LMM578,7828.0,2334,"60, 52, 58, 57, 56, 460, 461","Public Bus, School Bus",5154579,37718.962,388461.714,0,27.299986469920523,10.528161638672376,28040.8747197562,2439.5561006187895,4449.662988819672,0.7434158638765351
419,7802,LV,EURO6,LMW310,7828.0,2563,"52, 58, 60, 57, 56, 460, 461","Public Bus, School Bus",5468046,40770.065,399124.488,2,28.133044175651726,9.927124868183034,30033.392829373024,2612.905176155453,4465.414109106086,0.7366530524141431
420,7803,LV,EURO6,LMW285,7828.0,2608,"52, 57, 58, 60, 56, 460, 461","Public Bus, School Bus",5662625,42158.445,396723.8,1,27.808169406613338,9.721756277240269,31001.005498904127,2697.087478404659,4338.656528518418,0.7353450891963431
421,7804,LV,EURO6,LMW286,7828.0,2257,"52, 56, 57, 58, 60, 460, 461","Public Bus, School Bus",4870330,35937.332,355462.375,4,27.726058612874855,10.072338142626682,26605.676616917626,2314.693865671833,3989.2946386550902,0.7403353319861815
422,9000,LV,EURO5,LQH772,11530.0,1943,"250, 260, 261, 262, 512, 530, 508, 501, 280, 281, 510, 507, 290","Public Bus, School Bus",2221959,18621.446,136863.951,2,29.066003486467345,8.45038400556961,15550.637455828715,1352.9054586570983,1074.3240723467482,0.8350929060948712
423,9001,LV,EURO5,LQH773,11580.0,1863,"501, 512, 261, 262, 280, 281, 508, 510, 530, 250, 260, 290, 507, 264","School Bus, Public Bus",2529789,22748.468,210191.281,0,30.82751780593953,7.531835747348295,18617.455103266508,1619.718593984186,2107.9429317504296,0.8184047867868073
424,9002,LV,EURO5,LQH774,11530.0,1828,"280, 281, 510, 261, 262, 512, 530, 250, 508, 260, 501, 264, 290, 507, 251, 505","Public Bus, School Bus",2297879,19327.891,196268.735,0,29.082223890543837,8.83521282020607,16356.767879144649,1423.0388054855844,2057.711721764416,0.8462779451283459
425,9003,LV,EURO5,LQH775,11530.0,1056,"261, 262, 508, 260, 280, 281, 510, 512, 530, 250, 501, 251, 290, 505, 507, 264","Public Bus, School Bus",1224898,10879.417,144074.968,1,30.034469064470443,16.272222443026696,9076.034130538568,789.6149693568556,1765.4991746739138,0.8342390157982333
426,9004,LV,EURO5,LQH776,11530.0,2281,"260, 261, 530, 280, 281, 512, 501, 508, 250, 262, 505, 290, 510, 507, 264","Public Bus, School Bus",2678308,22864.817,167868.348,1,29.71507534929406,6.427799838420942,19137.562106160116,1664.96790323593,1312.1126837948395,0.8369873288800045
427,9005,LV,EURO5,LQH777,11530.0,1556,"508, 512, 250, 260, 261, 262, 501, 280, 281, 530, 507, 510, 290","School Bus, Public Bus",2184920,20486.148,232136.038,1,30.87530267653461,10.731574972852298,16713.43937497953,1454.0692256232192,2662.7741252152423,0.8158409953388763
428,9006,LV,EURO5,LQH778,11530.0,894,"260, 261, 262, 281, 501, 280, 510, 512, 250, 251, 290, 508, 530, 507, 264","Public Bus, School Bus",1106184,9770.742,165352.168,1,29.310271043703214,19.74817791949384,8193.818608911177,712.8622189752724,2219.5948835170357,0.8386076112654676
429,9007,MV,EURO6,LLZ772,7820.0,3564,"260, 261, 262, 290, 507, 250, 280, 281, 500, 264, 505, 251, 512","Public Bus, School Bus",5120365,60275.572,240040.128,1,32.973373975410304,3.2173700921941593,38350.006979508034,3336.450607217199,920.5687397366473,0.6362445963931795
430,9008,MV,EURO6,LMQ677,7820.0,5088,"250, 251, 260, 261, 262, 290, 280, 281, 500, 264, 505, 501, 507","Public Bus, School Bus",6596423,60413.851,176409.352,0,30.122549457154246,2.760790868191171,39708.853927040065,3454.670291652485,-326.11828368325416,0.6572806280308147
431,9009,MV,EURO6,LLS691,7820.0,4111,"260, 261, 262, 250, 280, 281, 507, 290, 500, 264, 505, 251","Public Bus, School Bus",5862967,56264.531,203863.243,0,31.224579590525405,3.228336826734157,36181.832654772596,3147.8194409652156,467.6167647001692,0.6430664578857432
432,9010,MV,EURO6,LMQ674,7820.0,4603,"260, 261, 250, 262, 280, 281, 264, 251, 290, 507, 505, 500","Public Bus, School Bus",6108604,54721.197,163499.854,0,30.248900762610216,2.7434188906929653,36264.05126017457,3154.972459635187,-255.3654335044179,0.6627057383297842
433,9011,MV,EURO6,LLZ701,7820.0,4877,"260, 261, 262, 250, 264, 280, 281, 505, 251, 290, 507, 500, 501","Public Bus, School Bus",7165302,68704.384,251737.674,0,31.263513923539815,3.269595224129644,44211.84585103402,3846.43058903996,618.0402371677324,0.6435083655074182
434,9012,MV,EURO6,LLS693,7820.0,4033,"250, 260, 261, 262, 280, 281, 251, 507, 290, 264, 500, 505, 501","Public Bus, School Bus",6312299,65874.913,291921.813,0,32.68877372663322,3.363545155137072,41550.19597115485,3614.867049490472,1562.2540264441436,0.6307438458576006
435,9013,MV,EURO6,LLS692,7820.0,4563,"250, 260, 261, 262, 280, 281, 507, 290, 500, 501, 512, 264, 505, 251","Public Bus, School Bus",6245282,58819.493,227124.714,0,31.05137845150023,3.5060262495713315,38255.39408401425,3328.2192853092397,699.7501618215298,0.650386328287703
436,9014,MV,EURO6,LLZ703,7820.0,4498,"250, 260, 261, 262, 280, 281, 500, 507, 290, 501, 251, 505, 264","Public Bus, School Bus",6856033,68018.523,258947.991,0,31.96592948132434,3.5051773260236154,43340.98507033101,3770.665701118798,821.6773238850484,0.6371938577721102
437,9015,MV,EURO6,LMK400,7820.0,4363,"250, 261, 262, 280, 281, 260, 290, 251, 264, 501, 505, 507, 500","Public Bus, School Bus",5824359,61062.97,220819.062,0,32.013574599776646,3.4123530131325084,39420.298460941616,3429.56596610192,486.5751680596188,0.6455679843437293
438,9016,MV,EURO6,LLZ773,7820.0,3691,"251, 280, 281, 290, 260, 261, 262, 507, 250, 501, 500, 264, 505","Public Bus, School Bus",4942779,47496.185,169172.426,0,31.245671090735964,3.5049170997340133,30822.0867366456,2681.5215460881673,318.6863627041406,0.6489381565413223
439,9017,MV,EURO6,LMQ667,7820.0,5056,"250, 260, 261, 262, 280, 281, 251, 290, 507, 500, 505","Public Bus, School Bus",6936038,63757.13,248994.165,0,30.39922054521389,3.4476297875908095,42104.83716964254,3663.1208337589014,752.6949155295605,0.6603941734774219
440,9018,MV,EURO6,LMQ668,7820.0,4965,"250, 260, 261, 262, 280, 281, 290, 507, 251, 264, 505, 512, 500","Public Bus, School Bus",6360654,66172.957,230542.489,0,30.147221162239003,3.264655920874978,41620.20186088598,3620.9575618970803,467.624810329843,0.6289608889759299
441,9019,MV,EURO6,LLZ702,7820.0,4749,"250, 260, 261, 280, 281, 505, 262, 290, 251, 501, 507, 500, 512, 508","Public Bus, School Bus",6511640,61215.613,201416.834,0,30.583722363270184,3.0637182848206357,39665.54367369038,3450.902299611063,121.1477833658601,0.6479644935302761
442,9020,MV,EURO6,LLZ774,7820.0,4703,"250, 260, 261, 262, 280, 290, 281, 500, 251, 505, 507, 264","Public Bus, School Bus",6078965,59836.599,204948.384,1,30.991626243613922,3.3474996151117473,39199.560217140934,3410.3617388912617,224.31902504720026,0.6551100977035966
443,9021,MV,EURO5,MPC416,7980.0,2982,"260, 261, 262, 250, 264, 280, 281, 505, 507, 290, 512, 500, 251","Public Bus, School Bus",3932110,32582.093,113276.138,0,29.018784034154795,3.4128646599365684,22653.022010297704,1970.8129148959006,38.095824788715,0.6952598781882338
444,9023,MV,EURO3,CJP97,8060.0,29,"507, 508, 512, 262, 501, 510, 260, 530","School Bus, Public Bus",24794,322.44,8697.341,0,24.18087136140903,29.300586139947896,184.37069161413496,16.040250170429744,138.2037473334164,0.5717984481272018
445,9300,MV,EURO6,LLL557,7560.0,3730,"290, 260, 261, 262, 280, 281, 250, 251, 501, 507, 505, 264, 500","Public Bus, School Bus",4459497,43534.144,145605.376,0,27.87347548504834,3.2129287549149637,25949.303257716954,2257.5893834213753,324.6659578709327,0.596067841777639
