,Vehicle Number,Vehicle Type,Vehicle Emissions Standard,Vehicle Registration Number,TARE Weight (KG),Total Trips,Routes,Service Types,Total Running Time,Total In-Service KM,Total Passenger KM,Cancelled Trips Count,Average Speed,Average Occupancy,"Total CO2 Emissions, KG","Total Emissions Value, $","Total Emissions Savings, $",Emissions per VKT
118,3130,MV,EURO6,LKA250,7560.0,2274,"120, 130, 145, 160, 170, 848, 154, 852, 953, 121, 150, 849, 843, 868, 110, 866, 855, 874, 931, 111, 112, 114, 115, 930, 935, 113, 915, 901","Public Bus, School Bus",2937747,25666.787,97081.19,2,30.606207094997067,3.54751146587929,16715.855018531096,1454.2793866122054,267.41817911856384,0.6512640253153266
119,3131,MV,EURO6,LJB886,7560.0,3527,"120, 154, 160, 170, 853, 874, 130, 150, 121, 145, 854, 868, 828, 823, 849, 852, 953, 855, 866, 860, 843, 848, 110","Public Bus, School Bus",7386290,62272.785,380947.123,8,30.68157084656113,5.905494599310424,42165.14029432744,3668.367205606487,3087.5835026742825,0.6771038150024514
120,3132,MV,EURO6,LKA245,7560.0,2105,"130, 150, 160, 170, 860, 866, 120, 849, 145, 154, 121, 874, 855, 843, 931, 113, 115, 852, 953, 853, 868, 854, 828, 110, 823","Public Bus, School Bus",4246197,37860.07,223625.288,2,29.988834017844436,5.6719586725460385,24659.307708644938,2145.3597706521095,1820.5487023017365,0.6513275783337151
121,3133,MV,EURO6,LKA246,7560.0,2528,"112, 114, 115, 111, 113, 935, 953, 930, 130, 121, 150, 154, 843, 915, 901, 931, 906, 145","Public Bus, School Bus",3064507,27075.051,93556.593,1,33.38681222369107,3.3711738506852744,17755.418572793005,1544.7214158329919,114.46877771700817,0.655785230941689
122,3134,MV,EURO6,LKA242,7560.0,1371,"24, 25, 210, 220, 230, 445, 674, 226, 1, 17, 19, 236, 734, 465, 27, 29, 430, 440, 7, 441, 421, 625, 26, 23, 730, 726, 677, 444, 429, 731, 725, 849, 953, 770, 39","Public Bus, School Bus",2595966,17723.951,107085.528,13,25.033416475164568,5.670129168316209,13135.915520034852,1142.824650243032,756.2960020954296,0.7411392369587826
123,3135,MV,EURO6,LKA243,7560.0,2969,"160, 170, 860, 120, 154, 853, 130, 145, 150, 121, 828, 843, 852, 868, 855, 110, 848, 854, 115, 930, 113, 931, 866, 874, 849, 953, 823","Public Bus, School Bus",6033656,51164.177,304139.104,7,30.837239676013528,5.863424524665015,34536.648986625805,3004.688461836445,2389.1015710250936,0.675016212742478
124,3137,MV,EURO6,LKA241,7560.0,3989,"160, 170, 130, 120, 145, 110, 150, 121, 154, 866, 854, 828, 849, 823, 848, 953, 853, 868, 874, 843, 860, 855","Public Bus, School Bus",8324049,71748.957,419464.262,18,30.648370283036698,5.638750139217196,47807.0950290741,4159.217267529447,3279.8200866320917,0.666310661896787
125,3138,MV,EURO6,LKA244,7560.0,3532,"130, 150, 154, 843, 120, 145, 121, 854, 160, 170, 866, 853, 874, 855, 828, 849, 852, 953, 848, 868, 823, 860","Public Bus, School Bus",7167142,62141.309,344873.721,12,31.12240692455711,5.3727430727674905,41315.40985205923,3594.440657129153,2521.762141067001,0.6648622392563251
126,3139,MV,EURO6,LKL316,7560.0,2456,"130, 160, 170, 855, 120, 145, 121, 150, 154, 849, 843, 866, 953, 113, 115, 931, 852, 823, 854, 828, 874, 860, 110, 848, 853, 868","Public Bus, School Bus",5119176,42739.667,260361.685,4,30.31364310094016,6.022006467072535,29050.907656070427,2527.428966078127,2089.9853782872583,0.6797176883963655
127,3140,MV,EURO6,LKL315,7560.0,1874,"200, 309, 313, 201, 202, 203, 206, 204, 315, 366","Public Bus, School Bus",3381985,44926.495,285465.879,2,37.65754512260726,4.958118794674054,25509.15536900241,2219.2965171032097,2843.3310523929445,0.5677975851221514
128,3141,MV,EURO6,LKL309,7560.0,1506,"7, 17, 24, 27, 29, 19, 23, 25, 210, 226, 674, 220, 230, 236, 421, 430, 440, 680, 465, 441, 685, 734, 444, 26, 726, 732, 445, 731, 39, 1, 654","Public Bus, School Bus",2825790,19416.852,111771.002,16,25.074468568214236,5.361986381199592,14283.065453852845,1242.6266944851975,739.5890371378795,0.7356014998648002
129,3142,MV,EURO6,LKA247,7560.0,2486,"121, 130, 120, 145, 154, 852, 953, 170, 849, 150, 843, 160, 868, 874, 828, 110, 113, 115, 931, 823, 866, 854, 848, 855, 853","Public Bus, School Bus",5069921,42097.798,253172.561,10,30.25037293123608,5.8961727160301125,28713.59745591453,2498.0829786645636,1991.8350166085133,0.6820688686832154
130,3143,MV,EURO6,LKL314,7560.0,2905,"112, 113, 115, 953, 111, 114, 930, 915, 935, 901, 931, 120, 130, 160, 170, 121, 145, 154, 150, 866, 843, 855, 828, 852, 849, 854, 860, 848, 823, 868, 874, 853, 110","Public Bus, School Bus",4806910,41490.647,216523.034,3,31.322977209749304,4.862363846649718,27601.3737327451,2401.319514748824,1438.633215151176,0.6652432711580782
131,3144,MV,EURO6,LKL319,7560.0,3608,"121, 130, 150, 154, 120, 145, 160, 170, 828, 855, 849, 874, 853, 854, 848, 866, 868, 852, 953, 843, 823, 860","Public Bus, School Bus",7380990,63155.671,376000.972,16,30.812299455453825,5.744115604201663,42253.083698519054,3676.018281771157,2992.2143408903817,0.6690307145738196
132,3145,MV,EURO6,LKL311,7560.0,2959,"17, 27, 230, 236, 226, 19, 24, 26, 220, 25, 210, 441, 734, 23, 732, 421, 430, 29, 440, 444, 7, 731, 685, 674, 445, 1, 465, 681, 442, 625, 429, 677, 770","Public Bus, School Bus",5295400,37787.548,215738.097,24,25.540003559435064,5.397522605066178,27303.673476061656,2375.4195924173637,1450.6125816864824,0.7225574275436356
133,3148,MV,EURO6,LKL307,7560.0,4197,"120, 121, 145, 849, 130, 160, 823, 110, 170, 855, 154, 853, 866, 150, 828, 852, 953, 843, 860, 848, 854, 874, 868","Public Bus, School Bus",8488918,73971.908,427557.766,11,29.649743582381642,5.523144859003537,48363.87804655201,4207.657390050025,3374.91514466536,0.6538141215250526
134,3150,MV,EURO6,LKW506,7560.0,3952,"120, 130, 145, 170, 121, 150, 154, 160, 828, 823, 843, 853, 874, 110, 849, 854, 866, 855, 953, 860, 848, 852, 868","Public Bus, School Bus",8024504,69978.368,399268.132,7,30.13805645775945,5.56056755201219,46056.90403144,4006.9506507352794,3073.916105618567,0.6581591618632775
135,3151,MV,EURO6,LKW507,7560.0,2129,"121, 130, 150, 154, 843, 160, 170, 828, 855, 120, 145, 848, 874, 852, 953, 868, 110, 866, 849, 853, 823, 931, 915, 112, 113, 115, 930, 114, 111, 854, 860, 935, 901","Public Bus, School Bus",3156730,26643.338,118334.443,2,30.682800719909366,4.113097976566827,17924.539190854346,1559.434909604328,539.1809237533644,0.6727587658443678
136,3152,MV,EURO6,LKW509,7560.0,3174,"120, 170, 849, 130, 150, 154, 160, 121, 145, 853, 848, 854, 860, 852, 953, 843, 866, 823, 110, 828, 868, 855, 874","Public Bus, School Bus",6536056,55959.257,331965.432,1,31.225018633513955,5.701007179198502,37656.27061589764,3276.0955435830942,2611.183713924598,0.6729229913809908
137,3154,MV,EURO6,LKW513,7560.0,3602,"150, 121, 130, 154, 160, 170, 145, 120, 853, 849, 854, 866, 855, 823, 860, 874, 852, 953, 828, 843, 848, 868, 110","Public Bus, School Bus",7560160,63753.672,370029.631,7,30.358530356700967,5.602215492860748,43002.3562180872,3741.2049909735865,2821.1281957225674,0.6745079125495266
138,3156,MV,EURO6,LKW515,7560.0,2748,"111, 112, 114, 115, 915, 113, 130, 150, 953, 935, 930, 121, 120, 145, 154, 160, 170, 852, 854, 901, 931","Public Bus, School Bus",3186455,28750.084,95572.494,4,31.92117136233433,3.2436261348410533,18478.46657061714,1607.6265916436912,87.31483079477054,0.642727394139688
139,3158,MV,EURO6,LKW544,7560.0,571,"145, 160, 170, 868, 120, 130, 150, 848, 866, 849, 121, 953, 154, 823, 843, 854, 860, 111, 931, 112, 114, 115, 113, 874, 855, 828, 110, 852","Public Bus, School Bus",1206400,9986.619,61141.527,1,30.308658387714082,5.897527459134757,6803.699541127725,591.921860078112,492.39960529496494,0.681281576990944
140,3159,MV,EURO6,LKW552,7560.0,3373,"120, 160, 874, 170, 130, 150, 154, 854, 145, 848, 860, 866, 121, 828, 853, 110, 823, 843, 849, 852, 953, 855, 868, 113, 115, 931","Public Bus, School Bus",7028969,61061.537000000004,363503.895,8,30.15510281566342,5.738325348876899,40309.15037300944,3506.8960824518213,2939.7056861827946,0.6601397926326263
141,3160,MV,EURO6,LKW543,7560.0,3210,"220, 226, 230, 236, 23, 24, 29, 25, 210, 421, 430, 465, 26, 17, 19, 27, 674, 726, 731, 7, 730, 734, 444, 635, 440, 441, 445, 677, 39, 776, 1, 770, 673, 429, 442","Public Bus, School Bus",5777670,40765.672,231630.505,13,25.004791571853275,5.3375516884752505,29621.340763316875,2577.0566464085687,1530.8212711106623,0.7266246160082158
142,3161,MV,EURO6,LKW545,7560.0,3632,"120, 160, 150, 154, 130, 854, 121, 145, 170, 848, 866, 110, 855, 823, 849, 843, 860, 868, 828, 853, 852, 953","Public Bus, School Bus",7699320,66250.861,382911.896,12,30.764039296614726,5.61212901999725,44279.4465502493,3852.311849871689,2938.4833518821574,0.6683603183700404
143,3163,MV,EURO6,LKW549,7560.0,2708,"121, 160, 170, 828, 120, 130, 150, 145, 823, 855, 868, 874, 154, 849, 843, 853, 866, 860, 110, 953, 852, 848, 854","Public Bus, School Bus",5360850,48206.693,304082.304,10,29.170385112999064,6.1966514264811945,30771.766502876937,2677.1436857502936,2715.6390209573988,0.6383297543948293
144,3164,MV,EURO6,LLL554,7560.0,3840,"25, 26, 27, 29, 210, 230, 236, 441, 673, 7, 19, 23, 24, 17, 674, 220, 226, 421, 430, 682, 731, 734, 440, 445, 465, 442, 746, 730, 444, 429, 681, 1, 300, 770, 634, 625, 677, 776","Public Bus, School Bus",6883262,48953.252,277105.902,44,25.87902621273435,5.438066687657774,35698.112034016565,3105.7357469594417,1808.6308458174817,0.7292286125141709
145,3165,MV,EURO6,LLL551,7560.0,1420,"200, 201, 202, 203, 206, 204, 315, 313, 309, 366","Public Bus, School Bus",3112512,43345.016,288060.058,0,40.412407006234204,5.556181837392717,24251.702955217395,2109.8981571039135,2998.7361791960866,0.5595038413463129
146,3166,MV,EURO6,LLL553,7560.0,3843,"210, 226, 236, 441, 220, 17, 27, 29, 230, 465, 24, 19, 26, 25, 7, 445, 444, 421, 430, 429, 23, 625, 674, 440, 730, 775, 1, 633, 677, 770, 300","Public Bus, School Bus",6757256,47781.613,262596.179,20,25.77849588428054,5.17233360476753,34998.56093117211,3044.8748010119734,1612.1674350226422,0.7324692226520715
147,3167,MV,EURO6,LLL557,7560.0,111,"220, 236, 440, 210, 230, 430, 226, 24, 25, 17, 26, 27, 29, 19","Public Bus, School Bus",190638,1394.828,5678.067,2,28.00504432019482,3.8946744314134554,1002.8135650713922,87.24478016121111,13.453554211865814,0.7189514155662148
148,3169,MV,EURO6,LLL595,7560.0,3195,"160, 866, 120, 874, 170, 130, 150, 154, 854, 145, 121, 860, 852, 953, 849, 853, 823, 855, 111, 931, 112, 113, 115, 848, 828, 868, 110, 843","Public Bus, School Bus",6615849,56544.441,339825.666,10,30.671127879952014,5.7992265239254355,37941.338182309664,3300.896421860941,2725.7810624698286,0.6710003231318471
149,3171,MV,EURO6,LLL594,7560.0,3888,"220, 226, 236, 444, 210, 230, 19, 24, 430, 440, 7, 29, 441, 17, 23, 27, 25, 442, 421, 465, 674, 445, 734, 1, 26, 429, 625, 39, 677, 746, 770, 776","Public Bus, School Bus",6253648,48767.65,264511.067,35,23.959870503804044,5.106480826578974,32405.05494124913,2819.239779888675,1871.762258330556,0.6644785004249565
150,3173,MV,EURO6,LLL593,7560.0,3371,"160, 170, 130, 849, 150, 154, 120, 145, 121, 852, 848, 854, 823, 855, 828, 866, 931, 113, 115, 853, 110, 860, 874, 953, 868, 843","Public Bus, School Bus",6986584,59741.706,346114.412,11,30.53110810118447,5.594159050060778,40015.50225432945,3481.3486961266617,2656.857279765646,0.6698084961673081
151,3175,MV,EURO6,LLY304,7560.0,3777,"121, 130, 160, 170, 150, 120, 868, 145, 154, 874, 854, 848, 853, 866, 849, 860, 110, 852, 953, 828, 843, 823, 855","Public Bus, School Bus",7550619,65280.599,379425.747,8,30.802658626634777,5.567287187466026,43396.29908855588,3775.4780207043614,2953.4916693610235,0.6647656386939078
152,3176,MV,EURO6,LLY311,7560.0,1695,"210, 220, 230, 236, 421, 226, 24, 25, 440, 441, 7, 23, 29, 444, 430, 17, 19, 27, 26, 1, 680, 445, 730, 734, 726, 674, 677, 746, 731, 465, 627, 442, 39","Public Bus, School Bus",3246986,22036.413,129152.697,10,24.876782465648805,5.54728334149573,16397.354896932786,1426.5698760331522,863.9035311476171,0.744102722023443
153,3178,MV,EURO6,LLY310,7560.0,3244,"220, 226, 236, 444, 210, 230, 19, 24, 25, 29, 17, 27, 26, 465, 441, 23, 430, 440, 734, 7, 421, 677, 732, 681, 1, 39, 770, 746, 445, 625, 673, 674","Public Bus, School Bus",5822809,40806.271,229799.384,15,25.993260656739064,5.316974926890972,29852.108706355426,2597.133457452922,1478.2702334086166,0.7315568900269134
154,3179,MV,EURO6,LLY309,7560.0,2785,"25, 236, 210, 220, 441, 226, 444, 19, 24, 26, 230, 27, 29, 7, 17, 465, 300, 421, 430, 445, 625, 23, 734, 726, 648, 730, 1, 677, 746, 731, 674, 770, 39, 776, 673, 442, 440, 429","Public Bus, School Bus",5065986,35076.83,206877.874,8,25.413226639441714,5.545608757124578,25874.629716163643,2251.0927853062367,1417.8067416706865,0.7376558747231047
155,3181,MV,EURO6,LMN345,7560.0,2637,"112, 113, 115, 111, 114, 935, 915, 931, 953, 930, 901, 160, 868, 120, 130, 170, 855, 110, 874, 150, 154, 843, 145, 852, 854, 848, 866, 121, 860, 823","Public Bus, School Bus",3381340,29767.975,117211.109,1,33.1263543873469,3.739445591023433,19573.761862072715,1702.9172820003262,375.7766549189048,0.6575442858331048
156,3182,MV,EURO6,LMN358,7560.0,3236,"17, 19, 23, 24, 25, 29, 7, 27, 734, 26, 674, 220, 226, 230, 236, 210, 726, 731, 445, 1, 430, 440, 441, 681, 444, 421, 465, 429, 770, 39, 677","Public Bus, School Bus",5783561,40602.634,226315.711,16,26.01221350678888,5.283004361395035,29656.512821780885,2580.1166154949374,1433.5054745858322,0.7304085942252142
157,3183,MV,EURO6,LMN347,7560.0,3166,"220, 236, 210, 226, 230, 444, 25, 19, 27, 29, 440, 24, 17, 26, 23, 430, 7, 776, 441, 1, 465, 734, 674, 726, 746, 445, 421, 770, 429","Public Bus, School Bus",5666641,40342.489,231200.79,35,25.364509988133904,5.43689174931936,29129.337927600183,2534.252399701216,1566.004687568015,0.7220510843443542
158,3184,MV,EURO6,LMN356,7560.0,2679,"210, 220, 230, 236, 430, 440, 19, 24, 25, 1, 17, 23, 27, 29, 226, 444, 7, 26, 726, 734, 673, 421, 441, 300, 677, 730, 465, 445, 442, 429, 770","Public Bus, School Bus",4951463,34870.119,196816.015,48,24.40414166587084,5.366956873002554,25250.82442094613,2196.8217246223135,1293.6346029353792,0.7241393245875108
159,3185,MV,EURO6,LMN348,7560.0,2457,"120, 121, 150, 170, 854, 130, 154, 160, 860, 828, 145, 848, 849, 823, 866, 853, 874, 931, 843, 868, 855, 110, 852, 953","Public Bus, School Bus",4611333,43789.131,254493.247,4,27.609944575942897,5.661221885328307,26362.452417362376,2293.533360310527,2219.8064932163966,0.6020318699031131
160,3186,MV,EURO6,LMN353,7560.0,812,"220, 226, 230, 236, 17, 25, 27, 210, 19, 445, 24, 674, 1, 23, 421, 29, 7, 444, 26, 441, 682, 734, 440, 430","Public Bus, School Bus",1370161,9928.998,52769.485,4,27.109635117939263,4.98655967526016,7159.075971241533,622.8396094980134,313.0069110212175,0.7210270332657468
161,3187,MV,EURO6,LMN349,7560.0,741,"19, 25, 220, 429, 23, 27, 210, 236, 17, 24, 26, 685, 726, 731, 7, 39, 226, 230, 1, 29, 441, 627, 465, 444, 677, 674, 734, 445, 730","Public Bus, School Bus",1349357,9269.649,51621.006,2,25.318985024588127,5.2979857549212594,6839.583746411445,595.0437859377956,320.4349012391275,0.7378471122705342
162,3188,MV,EURO6,LMN354,7560.0,2355,"210, 220, 236, 444, 17, 19, 23, 24, 25, 27, 29, 230, 226, 26, 7, 730, 440, 732, 1, 674, 441, 465, 430, 421, 731, 627, 445, 648, 39, 677, 429, 625, 776, 770","Public Bus, School Bus",4359409,30472.465,174075.558,9,25.291489260973954,5.345648570558942,22272.092422702335,1937.6720407751034,1149.4910282172045,0.7308923785030956
163,3189,MV,EURO6,LMN346,7560.0,812,"210, 220, 230, 236, 465, 17, 23, 25, 19, 24, 27, 7, 29, 226, 444, 440, 1, 634, 430, 441, 421, 111, 113, 115, 112, 114, 935","Public Bus, School Bus",1325276,9776.811,48988.143,7,27.819780453210676,4.561404663412876,6923.667781938074,602.3590970286124,266.42677748292607,0.7081724073358966
164,3190,MV,EURO6,LMN352,7560.0,536,"24, 27, 25, 17, 29, 19, 734, 26, 23, 210, 220, 226, 230, 236, 441, 681, 677, 445, 465, 444, 7, 1, 440, 429, 421, 430, 673","Public Bus, School Bus",1070207,7203.189,41137.495,5,24.89679275553346,5.3096253950496894,5383.438430500252,468.35914345352194,261.19850825801655,0.7473687599340031
165,3191,MV,EURO6,LMN396,7560.0,2794,"19, 25, 27, 29, 236, 17, 210, 220, 226, 734, 24, 682, 230, 7, 23, 730, 39, 685, 26, 674, 648, 726, 444, 677, 1, 776, 654, 634, 441, 430, 465, 775, 770, 725, 440, 445, 421, 429","Public Bus, School Bus",5174105,35536.552,204708.681,23,24.44306837938827,5.429363877989595,26063.400003081068,2267.515800268053,1362.9139231588701,0.7334251224789919
166,3192,MV,EURO6,LNF235,7560.0,3052,"210, 220, 430, 236, 440, 24, 230, 444, 19, 25, 429, 674, 27, 29, 226, 17, 23, 421, 465, 7, 441, 682, 445, 26, 730, 726, 734, 731, 1, 775, 770, 677","Public Bus, School Bus",5341659,37774.5,215720.216,22,25.515492890617857,5.39292607083719,27419.141487031156,2385.465309371711,1440.249752074443,0.7258637834261514
167,3193,MV,EURO6,LMN350,7560.0,2850,"120, 160, 823, 866, 170, 121, 130, 145, 154, 150, 849, 854, 953, 868, 853, 828, 874, 848, 843, 110, 852, 860, 855","Public Bus, School Bus",5842601,50874.832,298847.556,8,31.5624736047091,5.6762418659613925,33869.45423917663,2946.6425188083667,2353.3039454839413,0.6657408566808953
168,3197,MV,EURO6,LNF240,7560.0,3144,"23, 24, 26, 27, 29, 730, 7, 25, 17, 19, 1, 220, 230, 236, 226, 210, 731, 734, 726, 746, 677, 429, 444, 674, 430, 445, 465, 421, 441, 440, 442, 770","Public Bus, School Bus",5854489,40719.372,240127.138,17,25.508708588288115,5.599967376351009,29967.366284048887,2607.1608667122528,1651.4015691262089,0.7359486360459804
169,3300,LV,EURO6,LHM219,12165.0,1232,"110, 111, 930, 951, 130, 931, 120, 112, 113, 170, 121, 825, 828, 915, 114, 935, 911, 852, 874, 160, 853, 955, 953","Public Bus, School Bus",2606240,28741.872,281394.947,2,21.52059199540512,9.379587278688236,18660.423076172003,1623.456807626964,3366.9743485922672,0.6492417430629432
170,3301,LV,EURO6,LHM220,12165.0,937,"110, 120, 130, 911, 916, 160, 852, 853, 842, 121, 825, 828, 931, 953, 111, 951, 915, 170, 150, 849, 930, 935, 843","Public Bus, School Bus",2370421,18963.44,163656.742,0,29.02189587199517,8.626011850042701,16693.657864149558,1452.3482341810118,1450.0411402882191,0.8803074686950025
171,3302,LV,EURO6,LHM236,12165.0,2304,"110, 874, 930, 130, 111, 120, 953, 915, 935, 170, 916, 911, 951, 115, 931, 112, 113, 852, 114, 849, 955, 160, 901","Public Bus, School Bus",7041420,56612.874,591710.679,12,28.426318775950893,10.004314034546493,49757.86066595058,4328.933877937701,6164.827433096915,0.8789142318750781
172,3303,LV,EURO6,LHM235,12165.0,2326,"110, 916, 930, 111, 915, 130, 170, 120, 953, 852, 911, 828, 121, 825, 929, 935, 951, 112, 113, 931, 115, 955, 160, 150, 853","Public Bus, School Bus",7012972,58379.558,617103.743,9,28.15004801794006,10.33463785049857,49996.560945431556,4349.700802252545,6594.396732258994,0.8564052668132834
173,3304,LV,EURO6,LJF710,12165.0,2670,"110, 120, 930, 953, 130, 911, 111, 951, 916, 915, 935, 906, 955, 929, 112, 113, 114, 931, 852, 115, 901, 170, 825","Public Bus, School Bus",8292992,68220.62,738664.279,3,28.563247611470675,10.394019913633986,59121.243924642724,5143.548221443917,7956.378664975315,0.8666183908126711
174,3305,LV,EURO6,LJF692,12165.0,2281,"110, 852, 931, 130, 915, 951, 111, 930, 120, 916, 121, 825, 828, 911, 170, 935, 953, 853, 112, 955, 160, 860, 113, 115, 114, 901","Public Bus, School Bus",6340495,53568.445,519590.272,14,28.102263820577146,9.424241673753132,45151.27879875088,3928.161255491326,5286.572376016366,0.8428708131951727
175,3306,LV,EURO6,LJF701,12165.0,2272,"110, 111, 130, 120, 916, 931, 930, 955, 953, 935, 915, 115, 160, 911, 170, 951, 112, 114, 852, 113","Public Bus, School Bus",6798307,56249.225,605142.78,12,27.914753421906084,10.224684683407729,48253.85286387418,4198.0851991570535,6533.889256919871,0.8578580925137045
176,3307,LV,EURO6,LJF709,12165.0,2622,"110, 916, 130, 929, 112, 930, 935, 111, 120, 953, 170, 825, 951, 915, 911, 931, 150, 113, 115, 955, 114, 852","Public Bus, School Bus",8239723,66297.106,701270.205,8,28.685717204019035,10.244487965436997,58496.366432828334,5089.183879656066,7347.57348670932,0.8823366503030816
177,3308,LV,EURO6,LJW836,12165.0,2213,"110, 111, 915, 930, 935, 130, 120, 916, 953, 955, 112, 113, 114, 951, 911, 931, 849, 170, 842, 906, 929, 150, 121, 825, 852, 115","Public Bus, School Bus",6449535,54809.109,569151.946,6,27.449452299311798,9.869813273005658,45842.43237002401,3988.2916161920884,6105.399241523297,0.8364017077895577
178,3309,LV,EURO6,LJW835,12165.0,2404,"110, 111, 130, 170, 930, 112, 113, 120, 916, 953, 911, 852, 955, 935, 915, 931, 951, 906, 828, 150, 114","Public Bus, School Bus",7290412,58818.517,611577.413,13,28.65877469847685,10.040635654307847,51662.917395450924,4494.673813404231,6351.416384068847,0.8783444403307707
179,3310,LV,EURO6,LJW837,12165.0,2135,"110, 130, 915, 930, 935, 111, 120, 953, 911, 931, 170, 916, 951, 906, 955, 112, 113, 115, 825, 121, 852, 929, 114","Public Bus, School Bus",6840719,54785.206,574476.457,10,28.97320601447607,10.107872506054818,48573.4062859076,4225.886346873962,5962.232665537577,0.8866153809097223
180,3311,LV,EURO6,LJW854,12165.0,2393,"110, 111, 170, 120, 130, 828, 911, 953, 112, 113, 930, 935, 114, 915, 951, 931, 916, 955, 115, 852, 929, 906, 849, 825","Public Bus, School Bus",7123809,59380.731,616163.809,10,28.23662969145972,9.818822430811265,50682.620584830285,4409.387990880235,6518.0401756543815,0.8535196473891553
181,3312,LV,EURO6,LJW856,12165.0,2508,"110, 111, 130, 120, 930, 953, 915, 955, 935, 916, 951, 160, 170, 853, 911, 931, 115, 828, 150, 112, 114, 852, 842, 901, 929","Public Bus, School Bus",7690630,61090.623,643097.736,9,28.364887668486073,10.107760259990952,54242.3780822608,4719.086893156689,6686.004109520234,0.8879002278673898
182,3313,LV,EURO6,LKT361,12165.0,2619,"110, 111, 930, 916, 130, 113, 120, 931, 915, 951, 170, 121, 852, 953, 935, 114, 955, 112, 115, 906, 849, 929, 150, 160, 853, 911","Public Bus, School Bus",7785474,65791.134,652321.112,14,27.542891657514065,9.466928121063809,55248.173154055825,4806.591064402856,6762.07296418176,0.8397510393126195
183,3314,LV,EURO6,LKT367,12165.0,2401,"110, 130, 930, 915, 170, 111, 929, 112, 113, 916, 953, 120, 911, 951, 828, 852, 955, 901, 906, 935, 931, 849, 150, 154, 825, 115","Public Bus, School Bus",6914467,58802.585,596428.632,12,27.621630979766127,9.64824286842511,49138.82599867336,4275.0778618845825,6302.354531007725,0.8356575820378196
184,3315,LV,EURO6,LKT372,12165.0,1864,"110, 930, 111, 915, 935, 113, 120, 951, 130, 852, 931, 911, 916, 170, 953, 842, 160, 853, 114, 115, 121, 825, 929, 849, 901, 112","Public Bus, School Bus",5419678,43762.033,462989.285,10,28.499862034819568,10.435745629015244,38503.390465798584,3349.7949705244764,4861.141926148601,0.8798355064034292
185,3316,LV,EURO6,LKT373,12165.0,1999,"120, 130, 911, 860, 931, 110, 828, 170, 121, 825, 160, 111, 930, 951, 915, 853, 953, 852, 842, 849, 150, 929, 145, 823","Public Bus, School Bus",5054194,40771.937,374740.136,5,28.483291703237725,9.036465259688493,35656.06513795932,3102.07766700246,3543.794514136002,0.8745246795107949
186,3317,LV,EURO6,LKT384,12165.0,2119,"874, 160, 170, 110, 120, 130, 853, 825, 111, 930, 951, 911, 852, 931, 121, 842, 915, 828, 953, 150, 849, 866","School Bus, Public Bus",5153877,41223.015,367201.309,8,28.557097296542793,8.69995305262528,36151.52439093449,3145.1826220113016,3366.991361831006,0.8769742919321766
187,3318,LV,EURO6,LKT387,12165.0,2069,"160, 853, 911, 110, 130, 842, 120, 825, 852, 170, 121, 828, 931, 860, 114, 915, 951, 150, 111, 849, 953, 930, 874, 955, 823, 866, 854","Public Bus, School Bus",5034036,40065.009,357204.616,8,28.222423394462492,8.793431954622047,35255.369418479524,3067.217139407719,3267.669338961512,0.8799541120402475
188,3319,LV,EURO6,LKT395,12165.0,1740,"110, 911, 120, 852, 170, 130, 828, 160, 874, 953, 825, 842, 121, 111, 930, 951, 853, 931, 860, 843, 915, 849, 150, 866","Public Bus, School Bus",4293907,33524.942,313227.171,10,28.189262003607077,9.210071256021633,29864.1723413949,2598.1829937013563,2956.7804119947978,0.890804593827333
189,3320,LV,EURO6,LLT246,12165.0,1952,"120, 160, 825, 853, 110, 852, 130, 911, 150, 931, 953, 842, 121, 170, 828, 111, 951, 874, 849, 860, 930, 114","Public Bus, School Bus",4645052,37224.107,327216.099,7,28.902228229164553,8.61511801316542,32675.528800783082,2842.7710056681285,2960.280657751103,0.8778055790776412
190,3321,LV,EURO6,LLT245,12165.0,2127,"120, 121, 130, 825, 911, 160, 853, 852, 110, 111, 916, 951, 915, 842, 170, 874, 953, 112, 930, 935, 150, 854, 955, 931, 849, 828, 154, 866","Public Bus, School Bus",5192064,41542.591,359620.371,2,28.900821768778012,8.53760510503563,36469.393447832095,3172.8372299613925,3204.8917341963,0.8778796066868361
191,3322,LV,EURO6,LLT269,12165.0,1827,"130, 120, 825, 110, 951, 955, 121, 150, 852, 911, 931, 828, 842, 170, 111, 930, 160, 853, 849, 953, 915, 145, 874, 860, 866, 843","Public Bus, School Bus",3873715,34530.984000000004,321606.104,7,26.190641233964538,9.129469783385021,27702.853525479877,2410.148256716749,3293.4123030678666,0.8022607616823162
192,3323,LV,EURO6,LLT270,12165.0,2141,"120, 130, 160, 110, 852, 170, 911, 842, 111, 150, 121, 825, 828, 931, 874, 951, 849, 853, 953, 114, 915, 843, 860, 823, 930, 145","Public Bus, School Bus",3109828,40803.946,357403.456,5,16.62609785799295,8.599673581310984,21629.028499122836,1881.725479423687,4456.687349868621,0.5300719812520788
193,3324,LV,EURO6,LNB373,12165.0,1992,"130, 825, 110, 120, 160, 853, 111, 951, 121, 842, 931, 852, 828, 170, 953, 911, 930, 874, 849, 823, 866, 150, 915","Public Bus, School Bus",4599685,36784.123,324642.23,2,29.028620760172075,8.639182054421449,32290.25071398515,2809.251812116708,2948.1532745371383,0.8778311967362972
